Ride_Date,Customer_ID,Driver_ID,Ride_Distance_km,Ride_Duration_min,Surge_Multiplier,Base_Fare_USD,Total_Fare_USD,Customer_Rating,Ride_Status
2024-01-27 16:51:04.047409,CUST6852,DRIV624,9.47,15.29,2.5,14.24,35.6,4,Completed
2024-09-14 16:51:04.047409,CUST7709,DRIV743,11.62,22.07,1.0,8.65,8.65,4,Completed
2024-10-11 16:51:04.047409,CUST6518,DRIV848,14.23,14.78,1.0,19.98,19.98,5,Canceled
2024-07-23 16:51:04.047409,CUST2702,DRIV997,23.77,32.98,1.0,6.25,6.25,4,Canceled
2024-05-19 16:51:04.047409,CUST6477,DRIV781,6.79,7.71,2.5,16.13,40.32,5,Completed
2024-02-07 16:51:04.047409,CUST5471,DRIV706,15.91,30.37,1.0,15.79,15.79,4,Completed
2024-06-03 16:51:04.047409,CUST2462,DRIV996,18.18,24.73,1.0,15.98,15.98,2,Completed
2024-08-14 16:51:04.047409,CUST5559,DRIV372,2.35,2.85,1.0,15.06,15.06,5,Completed
2024-03-08 16:51:04.047409,CUST3882,DRIV104,18.62,31.22,1.0,6.19,6.19,3,Completed
2023-10-21 16:51:04.047409,CUST4614,DRIV340,5.95,9.18,1.0,9.89,9.89,1,Completed
2024-01-07 16:51:04.047409,CUST9816,DRIV739,2.89,5.25,1.5,6.58,9.87,5,Completed
2024-10-09 16:51:04.047409,CUST7849,DRIV980,28.52,50.0,1.25,14.86,18.58,5,Completed
2024-05-21 16:51:04.047409,CUST2244,DRIV724,29.0,57.27,1.25,8.37,10.46,5,Completed
2024-04-09 16:51:04.047409,CUST6012,DRIV155,24.44,26.65,1.5,13.25,19.88,4,Completed
2024-03-08 16:51:04.047409,CUST6161,DRIV104,9.83,10.62,1.25,19.84,24.8,5,Completed
2024-01-05 16:51:04.047409,CUST1351,DRIV397,3.83,7.31,1.25,6.31,7.89,5,Completed
2024-02-05 16:51:04.047409,CUST5995,DRIV888,20.84,40.76,2.0,18.9,37.8,4,Completed
2024-04-07 16:51:04.047409,CUST3047,DRIV342,13.76,19.36,1.0,11.85,11.85,1,Completed
2023-12-09 16:51:04.047409,CUST4682,DRIV200,4.54,6.61,1.25,13.38,16.73,4,Completed
2023-12-04 16:51:04.047409,CUST3787,DRIV309,15.36,21.02,1.0,17.05,17.05,4,Completed
2024-04-29 16:51:04.047409,CUST3546,DRIV466,2.0,3.56,1.25,16.55,20.69,3,Completed
2023-12-06 16:51:04.047409,CUST6815,DRIV861,27.37,48.47,1.0,5.47,5.47,4,Completed
2024-04-18 16:51:04.047409,CUST9432,DRIV503,8.5,10.37,1.5,13.34,20.01,4,Completed
2024-04-11 16:51:04.047409,CUST2053,DRIV935,20.21,27.97,1.5,19.43,29.14,5,Completed
2024-08-22 16:51:04.047409,CUST5378,DRIV598,10.04,12.17,2.0,12.24,24.48,4,Completed
2024-03-01 16:51:04.047409,CUST1552,DRIV284,16.08,16.83,1.0,18.73,18.73,5,Completed
2023-11-09 16:51:04.047409,CUST2388,DRIV165,16.85,17.8,1.0,8.2,8.2,4,Completed
2024-06-09 16:51:04.047409,CUST1150,DRIV456,6.36,7.29,1.5,15.52,23.28,5,Completed
2024-07-18 16:51:04.047409,CUST2787,DRIV955,29.12,29.99,2.0,13.8,27.6,4,Canceled
2023-12-20 16:51:04.047409,CUST2988,DRIV704,23.48,33.42,1.5,6.97,10.46,3,Completed
2024-04-28 16:51:04.047409,CUST1407,DRIV829,28.25,30.06,2.0,7.26,14.52,5,Completed
2023-11-27 16:51:04.047409,CUST6641,DRIV390,26.95,49.79,1.0,15.5,15.5,5,Completed
2024-07-26 16:51:04.047409,CUST1569,DRIV590,18.34,31.4,2.0,6.77,13.54,4,Completed
2024-03-16 16:51:04.047409,CUST5959,DRIV235,27.73,49.46,1.5,14.58,21.87,1,Completed
2024-09-03 16:51:04.047409,CUST6045,DRIV405,3.57,5.77,1.5,18.32,27.48,4,Completed
2024-08-29 16:51:04.047409,CUST3796,DRIV852,6.68,11.11,1.0,9.66,9.66,3,Completed
2024-04-20 16:51:04.047409,CUST9892,DRIV640,2.31,2.57,1.25,8.57,10.71,4,Completed
2024-08-08 16:51:04.047409,CUST2667,DRIV781,10.43,11.04,1.25,13.08,16.35,2,Canceled
2024-01-24 16:51:04.047409,CUST7875,DRIV698,12.27,24.41,1.25,18.92,23.65,3,Completed
2024-10-12 16:51:04.047409,CUST5997,DRIV287,8.87,12.18,1.0,6.11,6.11,3,Completed
2023-11-22 16:51:04.047409,CUST6197,DRIV603,25.03,26.31,1.0,18.15,18.15,2,Completed
2023-11-10 16:51:04.047409,CUST9258,DRIV452,11.35,13.16,1.0,7.29,7.29,3,Completed
2024-09-20 16:51:04.047409,CUST1572,DRIV642,9.15,17.15,1.5,11.29,16.93,3,No-show
2024-02-11 16:51:04.047409,CUST9647,DRIV915,16.74,20.19,1.0,17.33,17.33,4,Completed
2024-03-14 16:51:04.047409,CUST2786,DRIV348,5.09,7.47,1.0,13.47,13.47,5,Completed
2023-11-27 16:51:04.047409,CUST1562,DRIV626,24.26,40.45,1.0,9.12,9.12,4,Completed
2024-02-14 16:51:04.047409,CUST7503,DRIV839,3.16,6.21,1.5,6.84,10.26,4,Completed
2023-12-08 16:51:04.047409,CUST4710,DRIV800,29.62,30.04,1.25,14.48,18.1,4,Completed
2024-04-29 16:51:04.047409,CUST6431,DRIV325,23.4,34.81,1.25,17.25,21.56,5,Completed
2024-03-08 16:51:04.047409,CUST6841,DRIV392,6.76,13.49,1.5,12.2,18.3,5,Completed
2024-06-06 16:51:04.047409,CUST2655,DRIV466,1.16,1.3,2.5,15.38,38.45,5,Completed
2024-09-07 16:51:04.047409,CUST9040,DRIV510,24.65,27.7,1.5,13.43,20.14,4,Canceled
2024-04-21 16:51:04.047409,CUST3346,DRIV863,21.5,23.37,2.5,15.77,39.42,4,Canceled
2024-01-09 16:51:04.047409,CUST7534,DRIV786,22.14,33.38,1.25,18.79,23.49,4,Completed
2024-04-24 16:51:04.047409,CUST4119,DRIV331,23.37,31.51,1.25,10.64,13.3,4,Completed
2024-04-16 16:51:04.047409,CUST5779,DRIV305,3.15,5.41,1.0,15.97,15.97,4,Completed
2024-02-02 16:51:04.047409,CUST5468,DRIV145,11.4,17.91,1.0,19.34,19.34,2,Completed
2024-09-25 16:51:04.047409,CUST6853,DRIV581,4.36,6.89,1.0,8.37,8.37,4,Completed
2024-03-02 16:51:04.047409,CUST6217,DRIV340,26.03,39.33,1.25,18.8,23.5,5,Completed
2024-10-11 16:51:04.047409,CUST7820,DRIV453,19.08,38.01,1.25,11.25,14.06,5,Completed
2024-10-01 16:51:04.047409,CUST7094,DRIV901,10.6,16.31,1.25,5.81,7.26,2,Completed
2024-09-13 16:51:04.047409,CUST3598,DRIV970,2.84,3.05,1.25,8.31,10.39,4,Completed
2023-11-23 16:51:04.047409,CUST5757,DRIV208,10.02,13.25,1.25,18.32,22.9,5,Completed
2024-08-24 16:51:04.047409,CUST9095,DRIV493,10.43,18.57,1.5,13.32,19.98,4,Completed
2024-09-07 16:51:04.047409,CUST7843,DRIV154,22.16,36.09,1.5,18.78,28.17,4,Completed
2024-01-13 16:51:04.047409,CUST3229,DRIV881,19.49,32.82,1.25,13.04,16.3,4,Completed
2024-07-17 16:51:04.047409,CUST6181,DRIV280,26.73,51.37,1.0,5.05,5.05,5,Completed
2024-02-20 16:51:04.047409,CUST9756,DRIV639,14.69,21.21,1.5,15.43,23.14,5,Completed
2024-01-09 16:51:04.047409,CUST5150,DRIV879,4.47,4.56,1.0,11.72,11.72,2,Completed
2024-06-10 16:51:04.047409,CUST6849,DRIV480,21.68,43.15,1.25,6.17,7.71,4,Completed
2024-04-29 16:51:04.047409,CUST9172,DRIV805,23.06,33.54,1.0,8.98,8.98,4,Completed
2024-03-04 16:51:04.047409,CUST3178,DRIV918,17.28,18.97,1.25,7.23,9.04,5,Completed
2024-09-09 16:51:04.047409,CUST3441,DRIV900,23.36,36.17,1.25,11.75,14.69,3,Completed
2024-10-04 16:51:04.047409,CUST1785,DRIV944,15.32,24.36,1.5,9.53,14.29,5,No-show
2024-07-29 16:51:04.047409,CUST7070,DRIV725,16.16,25.28,1.5,8.14,12.21,4,Completed
2024-02-07 16:51:04.047409,CUST1711,DRIV366,13.4,26.33,1.5,14.72,22.08,2,Completed
2024-10-02 16:51:04.047409,CUST2983,DRIV510,1.74,2.3,2.0,19.18,38.36,5,Completed
2024-04-01 16:51:04.047409,CUST2406,DRIV812,4.13,4.27,2.0,19.41,38.82,4,Completed
2023-11-15 16:51:04.047409,CUST7282,DRIV945,1.91,3.67,2.0,10.58,21.16,4,Completed
2024-02-12 16:51:04.047409,CUST1355,DRIV576,19.46,23.18,1.0,8.96,8.96,4,Completed
2023-11-03 16:51:04.047409,CUST1367,DRIV731,10.12,17.7,1.5,14.38,21.57,5,Completed
2024-03-27 16:51:04.047409,CUST3293,DRIV143,15.75,18.96,1.0,10.46,10.46,1,Completed
2024-05-10 16:51:04.047409,CUST8010,DRIV202,27.32,49.97,2.0,17.1,34.2,5,Completed
2024-03-03 16:51:04.047409,CUST9493,DRIV578,8.23,15.69,1.0,10.87,10.87,5,Completed
2023-11-20 16:51:04.047409,CUST5943,DRIV687,12.9,14.26,2.0,13.57,27.14,4,No-show
2024-02-03 16:51:04.047409,CUST8149,DRIV888,22.91,26.28,1.5,19.82,29.73,1,Completed
2024-08-03 16:51:04.047409,CUST8794,DRIV611,7.64,14.71,1.0,6.96,6.96,5,Completed
2024-03-27 16:51:04.047409,CUST8508,DRIV518,3.23,5.72,2.5,9.81,24.52,5,Completed
2024-02-03 16:51:04.047409,CUST9096,DRIV997,9.4,9.77,1.0,6.11,6.11,5,Canceled
2024-09-17 16:51:04.047409,CUST8094,DRIV739,5.68,6.71,1.0,19.36,19.36,1,No-show
2024-06-29 16:51:04.047409,CUST2988,DRIV420,27.96,39.48,1.0,12.35,12.35,2,Completed
2024-05-07 16:51:04.047409,CUST3896,DRIV611,24.44,45.56,1.0,9.87,9.87,5,Completed
2024-09-11 16:51:04.047409,CUST1780,DRIV522,19.37,22.3,1.0,18.94,18.94,5,Completed
2024-06-08 16:51:04.047409,CUST3173,DRIV623,26.27,45.29,1.5,11.58,17.37,5,Canceled
2023-12-30 16:51:04.047409,CUST8634,DRIV871,24.31,26.35,1.5,5.08,7.62,4,Completed
2024-03-01 16:51:04.047409,CUST7582,DRIV880,6.41,9.4,1.5,13.42,20.13,2,No-show
2023-12-28 16:51:04.047409,CUST5057,DRIV873,26.88,46.48,1.25,6.34,7.92,4,Completed
2024-02-21 16:51:04.047409,CUST8201,DRIV246,16.64,17.72,1.25,19.77,24.71,5,Completed
2024-07-31 16:51:04.047409,CUST8313,DRIV238,24.42,29.41,1.25,18.65,23.31,2,Completed
2024-07-19 16:51:04.047409,CUST6593,DRIV759,26.99,48.36,1.0,16.26,16.26,1,Completed
2024-02-29 16:51:04.047409,CUST6688,DRIV478,10.22,11.89,1.0,14.51,14.51,2,Completed
2024-08-12 16:51:04.047409,CUST6919,DRIV334,4.19,6.99,1.5,5.66,8.49,4,Completed
2024-05-24 16:51:04.047409,CUST8255,DRIV589,7.61,12.5,1.0,8.38,8.38,3,Completed
2024-08-11 16:51:04.047409,CUST5868,DRIV372,13.39,20.36,1.0,11.32,11.32,1,Completed
2024-05-09 16:51:04.047409,CUST4804,DRIV840,24.72,29.71,1.25,16.65,20.81,2,Completed
2024-04-20 16:51:04.047409,CUST2698,DRIV815,25.96,36.78,1.5,7.1,10.65,3,Completed
2024-02-07 16:51:04.047409,CUST4103,DRIV945,1.2,1.95,1.25,16.32,20.4,2,Completed
2023-12-27 16:51:04.047409,CUST7274,DRIV607,15.81,29.75,1.5,13.97,20.96,1,Completed
2024-07-04 16:51:04.047409,CUST7259,DRIV300,13.1,23.55,2.5,12.37,30.92,4,Completed
2024-06-26 16:51:04.047409,CUST8284,DRIV696,7.44,11.96,1.25,18.81,23.51,2,Completed
2023-12-03 16:51:04.047409,CUST2509,DRIV201,4.48,5.5,1.0,14.92,14.92,5,Completed
2023-11-11 16:51:04.047409,CUST2500,DRIV308,10.79,13.13,2.5,9.08,22.7,4,Completed
2023-12-13 16:51:04.047409,CUST7558,DRIV207,28.34,51.41,1.25,12.05,15.06,5,Completed
2024-01-04 16:51:04.047409,CUST3691,DRIV177,10.37,17.26,1.0,14.88,14.88,4,Canceled
2024-09-03 16:51:04.047409,CUST6869,DRIV300,16.04,21.78,1.25,6.39,7.99,1,Completed
2024-01-07 16:51:04.047409,CUST4323,DRIV958,21.39,42.17,1.5,7.21,10.82,4,Canceled
2024-09-30 16:51:04.047409,CUST6493,DRIV304,11.55,21.83,1.0,18.9,18.9,5,Completed
2024-05-21 16:51:04.047409,CUST3931,DRIV996,29.18,48.77,1.0,9.0,9.0,5,Completed
2024-08-18 16:51:04.047409,CUST3215,DRIV202,28.91,39.58,2.0,10.42,20.84,5,Completed
2023-11-19 16:51:04.047409,CUST4720,DRIV400,8.3,10.86,1.5,6.79,10.18,3,Completed
2024-05-02 16:51:04.047409,CUST7517,DRIV933,15.42,29.91,1.0,7.88,7.88,4,Completed
2024-04-30 16:51:04.047409,CUST3734,DRIV894,9.73,14.04,1.0,6.56,6.56,4,Completed
2024-08-18 16:51:04.047409,CUST2333,DRIV955,9.26,16.67,1.25,16.36,20.45,5,Completed
2024-06-13 16:51:04.047409,CUST9787,DRIV685,2.07,4.02,2.0,13.28,26.56,2,Completed
2024-07-14 16:51:04.047409,CUST8804,DRIV693,18.68,27.87,2.0,9.51,19.02,4,Canceled
2024-02-23 16:51:04.047409,CUST4292,DRIV291,15.58,25.76,1.0,8.98,8.98,4,Completed
2024-07-27 16:51:04.047409,CUST8650,DRIV932,2.49,2.7,1.25,5.53,6.91,4,Completed
2023-10-23 16:51:04.047409,CUST6570,DRIV490,9.08,15.01,1.25,13.46,16.83,2,No-show
2024-09-30 16:51:04.047409,CUST5091,DRIV285,27.34,33.22,1.0,8.17,8.17,4,Completed
2023-12-15 16:51:04.047409,CUST8439,DRIV617,7.95,13.28,1.0,7.98,7.98,4,Completed
2024-10-01 16:51:04.047409,CUST3148,DRIV832,5.2,5.73,1.0,17.31,17.31,4,Completed
2024-07-18 16:51:04.047409,CUST8835,DRIV326,15.19,22.71,1.25,6.42,8.02,4,Completed
2024-03-02 16:51:04.047409,CUST6805,DRIV971,29.58,44.99,2.0,15.52,31.04,4,Completed
2024-09-10 16:51:04.047409,CUST2618,DRIV668,8.02,11.9,1.5,8.72,13.08,4,Completed
2024-04-09 16:51:04.047409,CUST4549,DRIV353,20.49,36.0,1.0,15.29,15.29,4,No-show
2023-12-14 16:51:04.047409,CUST2274,DRIV799,23.09,40.51,1.0,6.53,6.53,3,Completed
2024-03-16 16:51:04.047409,CUST6359,DRIV918,7.89,13.46,1.0,12.98,12.98,5,Completed
2024-05-27 16:51:04.047409,CUST9521,DRIV778,22.12,36.09,1.0,11.83,11.83,4,No-show
2024-01-06 16:51:04.047409,CUST7214,DRIV894,11.67,22.22,1.0,11.91,11.91,4,Completed
2024-06-06 16:51:04.047409,CUST3337,DRIV549,19.34,30.47,1.0,8.3,8.3,3,Canceled
2023-10-19 16:51:04.047409,CUST1380,DRIV213,19.37,26.12,1.0,7.08,7.08,5,Completed
2024-02-29 16:51:04.047409,CUST8729,DRIV706,16.54,17.52,1.0,17.12,17.12,4,Completed
2024-06-30 16:51:04.047409,CUST2186,DRIV144,3.62,5.56,1.25,7.55,9.44,5,Completed
2024-01-17 16:51:04.047409,CUST4367,DRIV612,25.22,30.96,1.25,11.52,14.4,3,Canceled
2024-07-03 16:51:04.047409,CUST9590,DRIV271,10.3,14.29,2.0,5.48,10.96,4,Completed
2023-12-11 16:51:04.047409,CUST5127,DRIV671,6.41,6.73,2.5,7.65,19.12,3,Completed
2024-09-02 16:51:04.047409,CUST8798,DRIV769,2.18,3.58,1.5,7.05,10.58,4,Canceled
2024-03-18 16:51:04.047409,CUST8633,DRIV878,18.14,34.22,1.0,15.39,15.39,5,Completed
2024-09-09 16:51:04.047409,CUST6505,DRIV726,20.65,27.36,1.5,16.55,24.83,5,Completed
2024-07-03 16:51:04.047409,CUST5906,DRIV104,1.48,2.67,1.25,17.97,22.46,5,Completed
2024-08-24 16:51:04.047409,CUST1848,DRIV951,15.85,17.85,2.0,5.6,11.2,5,Completed
2024-01-27 16:51:04.047409,CUST8274,DRIV882,7.57,13.04,2.0,18.21,36.42,2,Completed
2024-01-04 16:51:04.047409,CUST5262,DRIV252,19.71,21.28,1.5,9.95,14.92,5,Completed
2024-04-26 16:51:04.047409,CUST6662,DRIV292,6.06,7.63,1.25,18.57,23.21,5,Completed
2024-01-08 16:51:04.047409,CUST5032,DRIV467,21.04,28.62,1.0,11.23,11.23,5,Completed
2024-07-20 16:51:04.047409,CUST4476,DRIV631,12.22,14.14,1.5,5.17,7.76,5,Completed
2024-07-15 16:51:04.047409,CUST5482,DRIV538,28.17,33.37,2.0,12.55,25.1,4,Completed
2023-10-18 16:51:04.047409,CUST2388,DRIV719,4.99,8.48,1.5,13.96,20.94,2,Completed
2024-08-19 16:51:04.047409,CUST2691,DRIV798,10.89,11.93,1.25,13.97,17.46,4,Completed
2024-03-31 16:51:04.047409,CUST4026,DRIV784,4.29,8.3,1.5,19.03,28.54,4,Canceled
2024-06-24 16:51:04.047409,CUST4576,DRIV105,27.82,49.2,1.0,11.41,11.41,4,Completed
2023-10-27 16:51:04.047409,CUST7684,DRIV989,26.44,35.87,1.0,12.23,12.23,4,Completed
2023-12-14 16:51:04.047409,CUST5911,DRIV691,8.48,13.81,1.0,19.95,19.95,4,Completed
2024-04-20 16:51:04.047409,CUST7660,DRIV134,20.14,34.63,2.0,5.33,10.66,5,Completed
2024-03-23 16:51:04.047409,CUST3966,DRIV943,24.7,39.38,2.0,14.39,28.78,5,Completed
2024-02-17 16:51:04.047409,CUST9899,DRIV667,17.1,27.67,1.0,15.43,15.43,3,Completed
2023-11-16 16:51:04.047409,CUST6311,DRIV926,16.36,31.35,1.0,13.84,13.84,2,Completed
2024-02-18 16:51:04.047409,CUST1802,DRIV354,8.01,15.07,1.0,12.72,12.72,4,Completed
2024-08-03 16:51:04.047409,CUST7148,DRIV941,3.7,7.08,1.25,10.39,12.99,2,Completed
2023-11-27 16:51:04.047409,CUST7538,DRIV726,27.02,50.94,1.0,14.8,14.8,4,Canceled
2023-11-30 16:51:04.047409,CUST8475,DRIV565,27.11,45.69,1.0,8.31,8.31,3,Completed
2024-06-22 16:51:04.047409,CUST3551,DRIV754,19.36,28.88,1.25,19.02,23.78,5,Completed
2023-11-22 16:51:04.047409,CUST1100,DRIV175,10.83,16.11,1.0,19.0,19.0,5,Completed
2024-07-16 16:51:04.047409,CUST7508,DRIV243,11.13,19.72,1.5,12.43,18.64,5,Completed
2023-12-21 16:51:04.047409,CUST5353,DRIV891,22.05,42.42,1.0,13.79,13.79,4,Completed
2023-12-22 16:51:04.047409,CUST8546,DRIV783,27.02,29.4,1.0,19.99,19.99,5,Completed
2024-09-19 16:51:04.047409,CUST6039,DRIV770,26.73,50.17,2.0,13.69,27.38,4,Completed
2024-06-17 16:51:04.047409,CUST1088,DRIV477,23.62,43.69,1.5,18.21,27.32,5,Completed
2024-07-25 16:51:04.047409,CUST6578,DRIV774,19.62,21.34,2.0,7.37,14.74,4,Completed
2024-01-10 16:51:04.047409,CUST7071,DRIV274,3.44,5.7,1.5,10.88,16.32,5,Completed
2024-03-01 16:51:04.047409,CUST1264,DRIV834,5.69,11.22,1.0,13.87,13.87,2,Completed
2024-07-14 16:51:04.047409,CUST4664,DRIV471,27.06,50.11,1.0,18.89,18.89,2,Completed
2024-08-23 16:51:04.047409,CUST8794,DRIV372,18.59,19.76,1.0,5.59,5.59,3,No-show
2024-05-21 16:51:04.047409,CUST6171,DRIV273,1.27,2.44,1.0,16.63,16.63,4,Completed
2024-02-03 16:51:04.047409,CUST1203,DRIV172,3.94,4.62,1.0,14.86,14.86,5,Completed
2024-07-20 16:51:04.047409,CUST3032,DRIV753,20.24,21.71,1.25,10.86,13.58,3,Completed
2024-10-05 16:51:04.047409,CUST7706,DRIV543,1.15,1.41,1.0,16.2,16.2,4,Completed
2024-01-28 16:51:04.047409,CUST1001,DRIV192,5.66,8.4,1.0,13.47,13.47,4,Completed
2024-10-17 16:51:04.047409,CUST6290,DRIV248,16.91,30.7,1.25,11.6,14.5,2,No-show
2024-03-25 16:51:04.047409,CUST6970,DRIV964,21.06,26.69,1.0,6.12,6.12,4,Completed
2024-05-09 16:51:04.047409,CUST9016,DRIV870,19.91,27.68,1.25,10.7,13.38,4,Completed
2024-09-25 16:51:04.047409,CUST1710,DRIV919,7.5,8.56,1.25,9.8,12.25,4,Completed
2024-09-14 16:51:04.047409,CUST5548,DRIV188,21.65,27.96,2.0,15.82,31.64,2,Completed
2024-04-26 16:51:04.047409,CUST8871,DRIV583,7.88,14.99,1.0,19.31,19.31,4,Completed
2024-05-29 16:51:04.047409,CUST9328,DRIV876,10.44,17.55,2.5,16.24,40.6,4,Completed
2024-07-08 16:51:04.047409,CUST8304,DRIV482,22.65,37.91,2.0,11.53,23.06,1,Completed
2024-06-05 16:51:04.047409,CUST2032,DRIV509,19.84,24.8,1.0,14.25,14.25,5,Completed
2023-12-18 16:51:04.047409,CUST3172,DRIV627,25.63,29.38,1.0,6.61,6.61,4,No-show
2024-02-21 16:51:04.047409,CUST4803,DRIV844,20.07,37.88,1.0,11.74,11.74,4,Completed
2024-02-10 16:51:04.047409,CUST8858,DRIV952,17.48,33.97,1.0,11.39,11.39,1,Completed
2023-11-19 16:51:04.047409,CUST3889,DRIV131,3.72,3.92,1.0,15.34,15.34,3,Completed
2024-04-08 16:51:04.047409,CUST8682,DRIV358,11.66,17.84,1.5,19.65,29.48,5,Completed
2023-10-28 16:51:04.047409,CUST4887,DRIV309,8.69,12.51,1.0,12.84,12.84,4,Completed
2024-08-14 16:51:04.047409,CUST6925,DRIV352,8.08,14.05,1.0,14.32,14.32,3,Completed
2024-07-27 16:51:04.047409,CUST9011,DRIV886,29.22,38.04,1.25,9.26,11.58,5,Completed
2024-02-12 16:51:04.047409,CUST7560,DRIV326,12.4,20.1,1.0,10.38,10.38,4,Completed
2024-08-14 16:51:04.047409,CUST9497,DRIV413,26.87,29.09,2.0,16.75,33.5,4,Canceled
2024-02-07 16:51:04.047409,CUST6861,DRIV486,19.3,35.18,2.5,7.3,18.25,3,Completed
2023-10-21 16:51:04.047409,CUST8108,DRIV613,24.05,29.79,1.0,10.11,10.11,5,No-show
2023-11-23 16:51:04.047409,CUST5148,DRIV124,15.58,20.47,2.0,17.31,34.62,4,Completed
2024-10-14 16:51:04.047409,CUST3482,DRIV409,17.73,24.44,1.5,13.86,20.79,2,Completed
2024-09-05 16:51:04.047409,CUST7771,DRIV836,15.28,18.44,1.0,19.07,19.07,4,Completed
2023-11-17 16:51:04.047409,CUST6694,DRIV155,6.66,12.05,1.25,14.41,18.01,4,Completed
2024-02-12 16:51:04.047409,CUST4473,DRIV665,21.95,23.46,1.0,9.75,9.75,5,Canceled
2023-11-21 16:51:04.047409,CUST2006,DRIV903,9.14,17.67,1.25,6.25,7.81,4,Canceled
2023-11-03 16:51:04.047409,CUST6123,DRIV226,1.71,3.3,1.25,19.12,23.9,4,Completed
2024-04-04 16:51:04.047409,CUST5651,DRIV307,19.72,36.04,1.5,13.05,19.58,5,Completed
2023-11-23 16:51:04.047409,CUST8724,DRIV501,6.14,11.99,1.25,12.59,15.74,2,No-show
2024-07-07 16:51:04.047409,CUST2337,DRIV435,28.27,49.79,1.0,8.17,8.17,3,Completed
2024-02-16 16:51:04.047409,CUST9137,DRIV378,28.66,44.78,1.0,12.74,12.74,4,Completed
2024-03-08 16:51:04.047409,CUST8184,DRIV720,27.53,47.4,1.0,6.57,6.57,4,Completed
2024-09-24 16:51:04.047409,CUST5159,DRIV789,11.73,11.78,1.0,15.89,15.89,4,Completed
2024-06-22 16:51:04.047409,CUST2576,DRIV995,1.45,2.44,1.0,18.14,18.14,4,Completed
2024-02-04 16:51:04.047409,CUST7925,DRIV110,27.92,29.09,1.0,19.58,19.58,3,Completed
2024-07-20 16:51:04.047409,CUST9620,DRIV937,13.42,25.33,1.0,9.57,9.57,4,Completed
2023-12-24 16:51:04.047409,CUST7921,DRIV514,29.03,55.06,1.0,8.11,8.11,3,Completed
2024-08-05 16:51:04.047409,CUST8994,DRIV396,28.94,32.25,1.25,7.29,9.11,3,No-show
2024-08-08 16:51:04.047409,CUST5632,DRIV922,25.74,43.23,1.0,6.42,6.42,3,Completed
2024-06-16 16:51:04.047409,CUST5550,DRIV393,9.54,15.91,1.25,17.13,21.41,5,Completed
2024-02-19 16:51:04.047409,CUST9609,DRIV134,12.17,18.23,1.25,11.18,13.98,1,Completed
2024-06-16 16:51:04.047409,CUST7462,DRIV405,25.68,26.32,1.0,7.77,7.77,5,Completed
2024-05-13 16:51:04.047409,CUST2949,DRIV667,10.19,11.35,2.0,12.54,25.08,5,Completed
2024-01-23 16:51:04.047409,CUST6508,DRIV388,5.92,9.82,1.0,7.29,7.29,4,Completed
